,date,location,news title,news source(url),content summary,keywords,class_name
43,11/2021,"TEREMISKI, POLAND (AFP) ",Poland's 'priceless' primeval forest pits environmentalists against state,https://www.straitstimes.com/world/europe/polands-priceless-primeval-forest-pits-environmentalists-against-state,"TEREMISKI, POLAND (AFP) - Stopping by a giant oak tree in Europe's largest surviving primeval forest, environmental journalist Adam Wajrak pauses in admiration.
""The trees here were born when the United States did not exist yet, when electricity had not been invented,"" said the journalist, who moved to a village in the vast Bialowieza forest 25 years ago.
The forest, which is divided by the Poland-Belarus border, is a treasure of biodiversity and a giant carbon sink.
The Bialowieza forest covers an area of 1,500 sq km and is dissected by the border between Belarus and Poland.
Carbon reservoirStrolling deep in the forest, Wajrak stopped to pull some hairs caught on a tree trunk.","village, poland, polands, point, forest, primeval, environmentalists, giant, bialowieza, pits, wajrak, tree, protect, priceless, state",Pest and disease outbreaks
44,09/2019,"Spikemoss needs a moist, shaded environment to thrive

My bed of ferns used to be bushy. But now, there are only sporadic patches of ferns that are still alive. The bare ground is an area of exposed soil, moss and some weeds. What kind of ferns are these? How should I care for them?

Shirley Tham

The plant is better known as a fern ally and is a species of Selaginella most commonly called a spikemoss or clubmoss. Common names can be confusing. Also, note that it is neither a moss nor a fern.

The soil looks compacted. This plant has to be grown in a well","Root Awakening: Spikemoss needs a moist, shaded environment to thrive",https://www.straitstimes.com/lifestyle/home-design/root-awakening-spikemoss-needs-a-moist-shaded-environment-to-thrive,"Spikemoss needs a moist, shaded environment to thriveMy bed of ferns used to be bushy.
This plant has to be grown in a well-drained media that is rich in organic matter and moisture-retentive to thrive.
You can check out the book, 1001 Garden Plants In Singapore, published by the National Parks Board at the library.
Wingpod Purslane is different from Common PurslaneIs this plant the Common Purslane?
The Common Purslane that is often grown for its edible leaves and young shoots is a relative.","pesticide, national, thrive, singapore, plants, shaded, needs, environment, spikemoss, awakening, common, soil, leaves, moist, grown, plant, root, purslane",Pest and disease outbreaks
45,07/2019,"Bentley concept with a range of 700km

The EXP 100GT is the sexiest Bentley concept yet. Unveiled to mark the brand's centenary, it is a sports car which is electric and autonomous.

The 100GT is said to have a range of 700km ",Fast Lane: Bentley concept with a range of 700km,https://www.straitstimes.com/lifestyle/motoring/fast-lane-bentley-concept-with-a-range-of-700km,"Bentley concept with a range of 700kmThe EXP 100GT is the sexiest Bentley concept yet.
The 100GT is said to have a range of 700km - more than what any combustion engined supercar can attain today.
Bentley says the autonomous car ""can be driven when one wishes to enjoy the thrill of driving"".
Only 500 units of Renault Megane RS Trophy-RThe new Renault Megane RS Trophy-R is 130kg lighter than the Megane RS Trophy.
Lexus unveils LC ConvertibleLexus will extend its LC range with an open-top.","range, volkswagen, bentley, units, fast, car, lane, record, rs, speed, lc, electric, concept, 700km, seconds",Pest and disease outbreaks
46,11/2018,LONDON (THOMSON REUTERS FOUNDATION) ,"More heatwaves, fewer babies? Climate change may zap male fertility, scientists find",https://www.straitstimes.com/world/europe/more-heatwaves-fewer-babies-climate-change-may-zap-male-fertility-scientists-find,"LONDON (THOMSON REUTERS FOUNDATION) - Would-be fathers have long been advised to wear boxer shorts and avoid hot tubs, to avoid too much heat damaging their reproductive chances.
They found that male red flour beetles exposed to a heatwave in the lab had half the expected number of offspring, and that exposure to a second heatwave, 10 days later, virtually sterilised the males.
Male flour beetles sired by heat-damaged fathers also lived shorter lives themselves and had much less success reproducing, said Matt Gage, a biologist at the University of East Anglia and head of the research team.
""We've known for hundreds of years that male fertility is sensitive to heat,"" Gage told the Thomson Reuters Foundation.
But, in particular, ""the trans-generational effect was very surprising"" in the new research, he said.","scientists, research, gage, fertility, thomson, heatwave, beetles, fewer, male, zap, heat, fathers, change, babies, flour, effect, climate, heatwaves",Pest and disease outbreaks
47,11/2018,LONDON • Would,Climate change may affect male fertility: Study,https://www.straitstimes.com/world/europe/climate-change-may-affect-male-fertility-study,"Now it turns out the same effect - but caused by stronger heatwaves driven by climate change - may be behind huge declines in insect numbers, scientists said, in a study published on Tuesday in the journal Nature Communications.
Male flour beetles sired by heat-damaged fathers also lived shorter lives themselves and had much less success reproducing, said Professor Matt Gage, a biologist at the University of East Anglia and head of the research team.
""We've known for hundreds of years that male fertility is sensitive to heat,"" Prof Gage told the Thomson Reuters Foundation.
A 2017 study published in Science magazine found that flying insect populations in German nature reserves had plunged more than 75 per cent over about 30 years.
Prof Gage's team believes that may be linked to an increasing number of heatwaves over those decades - a concern for the planet's biodiversity and potentially for would-be parents - as climate change brings hotter, longer heatwaves.","research, study, wouldbe, fertility, published, prof, male, affect, change, flour, number, potentially, climate, heatwaves",Pest and disease outbreaks
48,07/2018,"Seat's fastest electric car

Seat has made its fastest electric car. The 680hp battery",Fast Lane: Seat's fastest electric car,https://www.straitstimes.com/lifestyle/fast-lane-seats-fastest-electric-car,"Seat's fastest electric carSeat has made its fastest electric car.
The Cupra e-Racer complies with new regulations of the E TCR series - the first electric, multi-brand touring car championship.
In addition to its generous space, Audi's first electric car offers a Bang & Olufsen 3D Premium Sound System.
GT-R prototype from Nissan and ItaldesignNissan and Italdesign have created a new prototype vehicle - the Nissan GT-R50 - in their first collaboration.
Nostalgic Beetle Dune arrivesVolkswagen Centre Singapore has brought in the Beetle Dune - a car which pays homage to the dune buggies of the 1960s.","centre, fast, car, lane, dune, crossover, fastest, seats, prototype, electric, mclaren, system, seconds, nissan",Pest and disease outbreaks
49,08/2021,TOKYO ,Alleged acid attacker on Tokyo subway was angry over victim's 'casual language',https://www.straitstimes.com/asia/east-asia/alleged-acid-attacker-on-tokyo-subway-was-angry-over-victims-casual-language,"TOKYO - The use of informal language by a university junior so upset Hirotaka Hanamori that he bore a years-long grudge that led to an acid attack at a Tokyo subway station last week.
Mr Hanamori, 25, was nabbed on Aug 28 in Okinawa, four days after the attack at about 9.05pm at the Shirokane-Takanawa station in Tokyo.
Mr Hanamori, who was on Monday (Aug 30) referred to prosecutors but has not been charged, allegedly flung sulphuric acid at his victim.
Violent crime is relatively rare in Japan, though this was the second attack on Tokyo's train network this month.
They came despite a heightened security alert for the Tokyo 2020 Olympic and Paralympic Games.","victims, angry, attack, tsushima, casual, hanamori, wanted, train, attacker, subway, alleged, wrong, station, language, paralympic, acid, tokyo",Pest and disease outbreaks
50,02/2018,"Japanese bamboo, money plant thrive with several hours of filtered light

May I know the name of the plant (above)? How should I take care of it? Also, is this other plant the neon pothos (above right)? Should I care for it the same as other pothos?

Lim Tsz Kwan

The plant (photo 1) is a type of Japanese bamboo. It is botanically known as Dracaena surculosa and hence not a true bamboo.

There are two other more attractive cultivars, namely, Florida Beauty and Milky Way, which feature more vivid variegation and splashes of white on their leaves.

The plant (photo 2) is a type of money plant ",Root Awakening,https://www.straitstimes.com/lifestyle/home-design/root-awakening-41,"The plant (photo 2) is a type of money plant - it is known botanically as Epipremnum aureum and the cultivar name is Gold.
Soil should be well-drained and kept moist at all times.
White tortoise beetles attacking curry treeI have a curry tree (Murraya koenigii) that has been recently infested with this insect.
Jackie TanIt seems that your curry tree (Bergera koenigii) has been attacked by adult white tortoise beetles.
There are no organic pesticides that are locally available that are effective against the white tortoise beetle.","white, safe, light, plants, straits, known, leaves, grow, tortoise, plant, orchid, times",Pest and disease outbreaks
51,01/2018,Limited,Fast Lane,https://www.straitstimes.com/lifestyle/motoring/fast-lane-37,"Limited-edition McLaren MSO X mirrors GT4 race carMcLaren has delivered 10 MSO X cars - street-legal versions of its 570S GT4 race car.
Designed to mirror the external appearance of the McLaren 570S GT4 race car as closely as possible, the MSO X cars are deliberately finished in accordance with race car design practice and all have liveries inspired by McLaren F1 GTR endurance race cars of the mid-1990s.
Land Rover makes coupeLand Rover will make a limited-edition Range Rover SV Coupe - no more than 999 units will be produced - to mark its 70th anniversary.
The brand will spend €1.8 billion (S$2.9 billion) developing the new hatch.
BMW and Daimler close to merging car-sharing unitsBMW and Daimler are close to merging their car-sharing units, reported Reuters.","reported, units, volkswagen, billion, car, straits, buzz, race, x, rover, cars, times",Pest and disease outbreaks
52,12/2017,SHANGHAI (AFP) ,He gave up a successful business to run ancient Silk Road from Hamburg to Shanghai,https://www.straitstimes.com/asia/east-asia/this-man-gave-up-a-successful-business-to-run-ancient-silk-road-from-hamburg-to,"Troubled by what he sees as growing bigotry and division in the world, the German management consultant gave up a successful business to run the ancient Silk Road from Hamburg to Shanghai in a Quixotic quest to show that we are all one.
But Markus, whose wife is Chinese, could find no one who had run the route from sea to sea.
""Why not connect Europe and China along the Silk Road, which is in all people's minds at the moment?""
Then, in late September, a freak stumble while running in China's central Hubei province broke both of Markus' heel bones.
""But that's not my style, and Victor, that's also not his style,"" said Markus, who spends most of his time in a recovery wheelchair.","run, successful, world, thats, shanghai, road, business, gave, china, running, markus, hamburg, ancient, style, silk, chinese, victor",Pest and disease outbreaks
53,11/2017,This stop,Time to trade in COE scheme for a newer model?,https://www.straitstimes.com/singapore/transport/time-to-trade-in-coe-scheme-for-a-newer-model,"The COE scheme was introduced years later, after I had left the service.
Some of these changes will severely disrupt traditional taxi services and the livelihood of taxi drivers.
The COE scheme was an old-world solution in the pre-digital age, even before Electronic Road Pricing was introduced.
It will require the same can-do spirit of the COE days to put Singapore at the forefront again in solving its urban transport problems.
Time to trade in the COE scheme for a newer model?","technology, taxi, roads, trade, coe, model, scheme, newer, services, solution, number, cars, think",Pest and disease outbreaks
54,11/2017,"Businessman Lee Boon Teow told the High Court that he gave the money to Venerable Guojun to pursue a doctoral degree, but the former abbot of Mahabodhi Monastery instead used part of it to buy property in Australia.

READ MORE HERE

Bishan MRT tunnel flooding: Legal action SMRT can take against ex","Top stories from The Straits Times on Wednesday, Nov 29",https://www.straitstimes.com/singapore/top-stories-from-the-straits-times-on-wednesday-nov-29,"Businessman Lee Boon Teow told the High Court that he gave the money to Venerable Guojun to pursue a doctoral degree, but the former abbot of Mahabodhi Monastery instead used part of it to buy property in Australia.
READ MORE HEREBishan MRT tunnel flooding: Legal action SMRT can take against ex-staff depends on contract terms","property, pursue, straits, nov, 29, smrt, teow, used, mrt, tunnel, told, terms, times, venerable",Pest and disease outbreaks
55,05/2017,"TOP OF THE NEWS

US 'committed to Asean'

The United States underscored its commitment to Asean at a meeting of foreign ministers by pledging to ""build a way forward and grow the economic relationship"". Secretary of State Rex Tillerson also told the ministers the US was committed to upholding freedom of navigation in the South China Sea.

WORLD

East Asia powers pledge unity

East Asia's three biggest economies vowed yesterday to work together to help prevent market instability as tensions run high over Pyongyang's weapons programmes. Finance ministers and central bank governors from China, Japan and South Korea affirmed their cooperation in the face of future uncertainty, a joint statement said.

WORLD

Local poll win a boost for May

Britain's ruling Conservative Party made strong gains in local elections yesterday, suggesting that Prime Minister Theresa May's Brexit strategy is winning over voters who may give her an easy victory in the parliamentary polls on June 8. The biggest loser was the anti","What's News: May 06, 2017",https://www.straitstimes.com/world/whats-news-may-06-2017,"Secretary of State Rex Tillerson also told the ministers the US was committed to upholding freedom of navigation in the South China Sea.
Finance ministers and central bank governors from China, Japan and South Korea affirmed their cooperation in the face of future uncertainty, a joint statement said.
HOMEArts education in pre-schoolNTUC's My First Skool and the National Arts Council have created an arts education programme, piloted at its pre-school in Edgefield Plains in Punggol.
HOMEAll about Yusof IshakSingapore's first president loved reading P.G.Wodehouse, and listened to Beethoven as much as he did Malay ballads.
These details of Mr Yusof Ishak's life are in a coffee table book launched yesterday by ISEAS - Yusof Ishak Institute deputy director Ooi Kee Beng.","south, whats, 06, singapore, world, education, committed, 2017, yusof, arts, yesterday, ministers, programme",Pest and disease outbreaks
56,04/2017,FRANKFURT (BLOOMBERG) ,VW's owner clan sells Porsche design stake ahead of Piech exit,https://www.straitstimes.com/business/vws-owner-clan-sells-porsche-design-stake-ahead-of-piech-exit,"Porsche, the Volkswagen brand that manufactures the 911 sports car, bought the family's 35 per cent stake in Porsche Design, the company said in a statement on Wednesday.
The maker of upscale sunglasses, watches and other merchandise is now a wholly owned subsidiary of the Porsche car brand.
Mr Piech will sell nearly all of his 14.7 per cent holding of the voting shares of Porsche Automobil Holding.
Porsche Design was founded in 1972 by Ferdinand Alexander Porsche, a grandson of the Beetle's creator and the designer of the original 911 sports car.
""The fundamental strategy of the Porsche Design Group is unaffected by the buy-out,"" Porsche's chief financial officer Lutz Meschke said.","piech, exit, volkswagen, vw, stake, car, vehicle, holding, company, sells, clan, design, cent, vws, owner, shares, porsche, ahead",Pest and disease outbreaks
57,12/2016,"Larger specimens of Green Aralia bloom more often

I saw this plant (pictured), which had a blooming cluster of flowers, along a boardwalk in Changi.

What is it known as and does it bloom often?

Linda Giam

The plant is botanically known as Osmoxylon lineare. It is also commonly known as Green Aralia and Miagos Bush.

Larger and more mature specimens are known to flower more often. When grown as a hedge for landscaping, the plant is frequently pruned to the desired height and shape. As a result, the flowers of this plant may not be seen that often here.

In Singapore, there is another variety that has variegated leaves, which are golden yellow when grown in full sun.

Tip: Make necklaces from fruit of Job's Tears

The Job's Tears plant is a member of the Grass family (Poaceae). It is also called Coixseed or botanically known as Coix lacryma",Root Awakening: Larger specimens of Green Aralia bloom more often,https://www.straitstimes.com/lifestyle/home-design/root-awakening-larger-specimens-of-green-aralia-bloom-more-often,"Larger specimens of Green Aralia bloom more oftenI saw this plant (pictured), which had a blooming cluster of flowers, along a boardwalk in Changi.
It is also commonly known as Green Aralia and Miagos Bush.
Larger and more mature specimens are known to flower more often.
Tip: Make necklaces from fruit of Job's TearsThe Job's Tears plant is a member of the Grass family (Poaceae).
Keep Queen of the Night from the rainHow do I get rid of these pests growing on the leaf?","pests, night, specimens, larger, queen, bloom, aralia, scabs, mature, known, jobs, awakening, green, grown, plant, root",Pest and disease outbreaks
58,10/2016,"Then he took the car back to the groomer and showed him how the swirl marks were removed.

""He even wanted to hire me to show his staff how car grooming should be done.""

A year later, Mr Loke upgraded to a Makita car polisher used by professional groomers and even bought a $900 device to measure the thickness of paints. Polishing takes away a certain layer of paint, he explains, and the device tells him how much paint thickness remains on the car.

His interest took a serious turn around 2005, when friends started asking him to groom their cars. They pay him between $80 and $350 for his time and materials.

""It is like giving tuition, about $50 an hour,"" he says in jest.

The most obsessive thing he did was to track down the sole distributor of a cleaning solution that is used to clean aircraft seats and outdoor awnings, which he uses to clean the interior of cars.

""The supplier was surprised that I bought in small amounts because he mostly supplies companies,"" says Mr Loke.

He even considered renting or buying a terrace house and using the porch to groom cars for a living.

""I decided not to do so in the end because I have a stable job and there are financial risks,"" he says.

He still grooms cars for friends on weekends when he is free.

""The period before Chinese New Year is the busiest. Those who cannot get appointments with car groomers will ask me for help,"" he says.

""I have even trained about 10 of my friends' maids on the proper way of washing a car after it is polished,"" he says.

Big cars such as the Toyota Alphard and Honda Estima are the hardest to groom, he adds, with each session taking up to eight hours. ""I have to start in the morning, go for lunch and return to finish the job in the afternoon.""

The hardest car to polish is the new Volkswagen Beetle, he says. ""The car's surfaces are all round ",Grooming obsession,https://www.straitstimes.com/lifestyle/motoring/grooming-obsession,"""He even wanted to hire me to show his staff how car grooming should be done.""
His interest took a serious turn around 2005, when friends started asking him to groom their cars.
He even considered renting or buying a terrace house and using the porch to groom cars for a living.
His interest in car grooming has rubbed off on his nine-year-old daughter Kayen, who helps him wash his Peugeot on weekends.
""The paint of white cars can turn yellowish, this car is still white.""","white, paint, car, obsession, friends, mr, groom, bought, used, grooming, cars, turn",Pest and disease outbreaks
59,10/2016,WASHINGTON (AFP) ,"Apple, Samsung in epic patent clash in top US court",https://www.straitstimes.com/tech/smartphones/apple-samsung-in-epic-patent-clash-in-top-us-court,"WASHINGTON (AFP) - The epic patent clash between Apple and Samsung went before the Supreme Court on Tuesday (Oct 11), as the smartphone giants debated the value of design in a case that could set an important legal precedent.
revolves around a US$400 million (S$550 million) award Samsung was ordered to pay.
""A single design patent on the portion of the appearance of a phone should not entitle the design-patent holder to all the profit on the entire phone.""
Apple lawyer Seth Waxman fired back that Samsung made a conscious decision to revive its fortunes by copying the iPhone.
Observers are watching to see how the court - which has not taken up a design patent case in more than a century - tips the balance between technological innovation and protecting intellectual property.","apple, case, crisis, smartphone, samsung, profits, design, clash, million, epic, court, patent, justices",Pest and disease outbreaks
60,07/2021,DES MOINES (NYTIMES) ,"At a time when climate change is making heat waves more frequent, trees are stationary superheroes",https://www.straitstimes.com/world/united-states/at-a-time-when-climate-change-is-making-heat-waves-more-frequent-trees-are,"""There's no way these trees are coming down,"" Mr Shane McQuillan, who manages the city's trees, recalled thinking.
Here is why: At a time when climate change is making heat waves more frequent and more severe, trees are stationary superheroes.
So, in Des Moines, Mr McQuillan worked with the property owners and city planners to find a way to redevelop while keeping the trees.
Mr McQuillan raced to the site, just a couple blocks from his office.
'A challenge to get trees to thrive in the city'Considering the cast of characters in Des Moines, its urban forest should be thriving.","property, making, waves, mcquillan, city, mr, stationary, frequent, heat, moines, change, way, trees, superheroes, climate, united, des",Pest and disease outbreaks
61,05/2021,This is what the future of food farming could look like: a system (above) with state,Grow with the glow,https://www.straitstimes.com/multimedia/photos/grow-with-the-glow-0,"Cities dotted with photo-bioreactors growing algae?
With traditional food systems facing severe threats - including extreme heat, unpredictable rainfall, pests and soil degradation - researchers at the University of Cambridge say it is time to reimagine the field.
In order to improve diets and secure food supplies sufficiently to end malnutrition, they say high-tech farming methods - some pioneered for space travel - should be incorporated into food systems globally.
The authors analysed around 500 published scientific papers on different future food production systems.
They concluded that the most promising include microalgae photo-bioreactors, which use a light source to grow micro-organisms, and insect-breeding greenhouses.","traditional, university, food, farming, algae, say, systems, grow, glow, future, system, photobioreactors",Pest and disease outbreaks
62,05/2021,"Fruit trees need pollination to produce fruit

My grandpa's five","Root Awakening: Fruit trees need pollination, buy torch ginger starter plants from nurseries",https://www.straitstimes.com/life/home-design/root-awakening-fruit-trees-need-pollination-buy-torch-ginger-starter-plants-from,"Fruit trees need pollination to produce fruitMy grandpa's five-year-old soursop tree, which grew from seeds, has been flowering for two to three years.
Soursop flowers are pollinated by beetles, which may be absent if there is fogging or usage of pesticides in the surroundings.
The soursop flowers are protandrous - the male parts mature faster and shed pollen before the female parts become receptive to pollen.
Female flowers will need pollen from male blooms to set fruit.
For passionfruit flowers, they require hand-pollination to set fruit if bees are absent in the garden.","soursop, ginger, set, pollination, produce, fruit, root, plants, need, trees, torch, nurseries, female, flowers, male, pollen, starter, receptive, stigma",Pest and disease outbreaks
63,03/2021,SINGAPORE ,Book Stack: Wrap up March with these 10 new reads,https://www.straitstimes.com/life/arts/book-stack-wrap-up-march-with-these-10-new-reads,"SINGAPORE - In this new monthly feature, we pick out 10 books from around the world that have just hit shelves to add to next month's reading pile.
FictionTHE COMMITTEDBy Viet Thanh NguyenGrove Atlantic/Hardcover/368 pages/$44.91/Available here4 out of 5""I am a spy, a sleeper, a spook, a man of two faces.""
So went the memorable first line of Vietnam-born American author Viet Thanh Nguyen's Pulitzer Prize-winning novel The Sympathizer (2015, available here).
Its unnamed narrator fled war-torn Vietnam for America, then was brutally tortured in a Communist re-education camp upon his return.
The narrator has always been a man of two minds, which made him such an effective double agent.","sequel, reeducation, stack, thanh, 12, world, reads, book, communist, man, wrap, went, narrator, viet",Pest and disease outbreaks
64,03/2021,"You might reply that a single rabbit is in fact alive, because it belongs to a self",The secret life of a coronavirus,https://www.straitstimes.com/opinion/the-secret-life-of-a-coronavirus-0,"Amazon mollies are all female, and they produce only daughters that are effectively clones of themselves.
When sperm from their mate gets into their eggs, the Amazon mollies shred them with enzymes.
And that is why the Amazon mollies - like rabbits and viruses - make trouble for those who would draw sharp lines around life.
In fact, the entire species of Amazon mollies is unable to produce young on its own.
Mutations have moved some of these viral promoters away from viral genes and next to our own genes.","viruses, life, cell, genes, coronavirus, secret, species, virus, games, amazon, mollies, viral",Pest and disease outbreaks
65,02/2021,NEW YORK (NYTIMES) ,New blue hue discovered in lab now available as paint,https://www.straitstimes.com/world/united-states/a-professor-discovered-a-novel-hue-by-accident-in-his-lab-now-you-can-paint-with,"NEW YORK (NYTIMES) - Blue is a colour that has deep cultural cachet, while being nearly impossible to find in nature.
The blues that abound in nature - a butterfly, a navy beetle, even blue eyes - are not natively blue, according to scientists, but instead are reflections of light, the impression of blue.
Before 2009, when a team of chemists at Oregon State University developed a colour now known as YInMn Blue, it had been 200 years since the last inorganic blue pigment was created.
Now, YInMn Blue is available to artists as a paint and for commercial use.
""We decided, 'OK, this is interesting for the pigment industry',"" Dr Subramanian said.","pigment, subramanian, university, paint, dr, yinmn, blue, blues, ultramarine, discovered, state, hue, available, team, lab",Pest and disease outbreaks
66,02/2021,"NEW YORK • Blue is a colour that has deep cultural cachet, while being nearly impossible to find in nature.

The blues that abound in nature ",Now you can paint with first new blue hue created in 200 years,https://www.straitstimes.com/world/now-you-can-paint-with-first-new-blue-hue-created-in-200-years,"The blues that abound in nature - a butterfly, a navy beetle, even blue eyes - are not natively blue, according to scientists, but instead are reflections of light, the impression of blue.
Before 2009, when a team of chemists at Oregon State University developed a colour now known as YInMn Blue, it had been over 200 years since the last inorganic blue pigment was created.
Now, YInMn Blue is available to artists as a paint and for commercial use.
The blue proved stable, but it could also be slightly altered to get variations in hue.
The beauty of YInMn Blue is that it can not only be widely duplicated via Dr Subramanian's formula, but is also non-toxic, making it safer to use and possibly more eco-friendly.","pigment, subramanian, university, paint, yinmn, dr, blue, 200, blues, state, created, hue, team, ultramarine",Pest and disease outbreaks
67,01/2021,"Fireflies have been putting up spectacular nocturnal displays around the world for millions of years.

The magical insects ",Their lights may be going out,https://www.straitstimes.com/multimedia/photos/their-lights-may-be-going-out,"Fireflies have been putting up spectacular nocturnal displays around the world for millions of years.
The magical insects - like the ones seen above in a Chilean forest last week - are winged beetles known for their bioluminescence in the twilight hours.
Many firefly species rely on the phenomenon to find and attract mates.
Too much artificial light, however, can disrupt their courtship.
The use of artificial light at night, which has grown exponentially over the past century, was found - along with habitat loss and pesticide use - to be among the most serious threats to fireflies, and scientists fear that the lights may be going out for these insects.","light, winged, threats, world, fireflies, artificial, twilight, lights, going, insects, yearsthe, week",Pest and disease outbreaks
68,01/2021,"Root awakening

Multi","Multi-coloured bougainvillea, octopus trees, watering issues and nets to keep bugs out",https://www.straitstimes.com/life/home-design/multi-coloured-bougainvillea-octopus-trees-watering-issues-and-nets-to-keep-bugs,"Root awakeningMulti-coloured bougainvillea grafted from different specimensI bought this bougainvillea plant about two years ago and it had pink, yellow and white flowers.
Also, what caused the yellow spots on the leaves?
S. KumarBougainvillea plants with multi-coloured bracts around the flowers are often sold as grafted specimens.
As for the yellow spots, if these occur during the rainy season, they could be due to a fungal disease.
Octopus trees provide good foliageThis plant in my garden was not grown by anyone.","quite, yellow, grafted, octopus, bougainvillea, plants, flowers, issues, nets, bugs, leaves, spots, trees, multicoloured, watering, plant, stems, root",Pest and disease outbreaks
69,01/2021,MULTI,Root Awakening,https://www.straitstimes.com/life/home-design/root-awakening-18,"MULTI-COLOURED BOUGAINVILLEA GRAFTED FROM DIFFERENT SPECIMENSI bought this bougainvillea plant about two years ago and it had pink, yellow and white flowers.
S. KumarBougainvillea plants with multi-coloured bracts around the flowers are often sold as grafted specimens.
Also, ensure your plant is grown in an area with sufficient air circulation and sunlight.
In mature specimens, plants produce a branched inflorescence that looks like the tentacles of an octopus.
DAISY-LIKE FLOWERS ON PLANT ARE RICH IN NECTARCould you help identify this flowering plant with blooms that look like daisies?","yellow, specimens, grafted, plants, flowers, straits, flowering, leaves, grown, plant, large, times",Pest and disease outbreaks
70,12/2020,NEW YORK (NYTIMES) ,Climate crisis risks killing some of the oldest living things in the world,https://www.straitstimes.com/world/united-states/climate-crisis-risks-killing-some-of-the-oldest-living-things-in-the-world,"The Joshua tree.
They are the three plant species in California with national parks set aside in their name, for their honor and protection.
But Mr Kaiser beheld a colorless moonscape dotted with the skeletal remains of collapsing Joshua trees.
""I love Joshua trees,"" Mr Kaiser said.
In August, fire swept through 97 per cent of the park, home of 4,400 acres of old-growth redwood trees.","world, risks, living, state, killing, joshua, mr, california, shive, species, kaiser, trees, tree, things, crisis, climate, wildfires, oldest",Pest and disease outbreaks
71,12/2020,SINGAPORE ,Tekka toy shop inspired migrant worker's prize-winning poem,https://www.straitstimes.com/life/arts/tekka-toy-shop-inspired-migrant-workers-prize-winning-poem,"SINGAPORE - A visit to a Tekka toy shop inspired construction engineer Rajendran Vijayakanth, 29, to write the whimsical, bittersweet poem that would win him the first prize at the seventh Migrant Worker Poetry Competition.
Vijayakanth, who is from Tamil Nadu, India, was in Tekka in August, accompanying a friend who was returning to India and wanted to buy gifts for his son.
He never expected his poem, The One Who Buys Dolls In Tekka, to win the first prize at the competition.
The annual Migrant Worker Poetry Competition, which is organised by Singaporean and migrant volunteers, began in 2014.
""It's surprising how the quality of the writing and the feelings can come across, even in a digital form,"" said Pang.","toy, simple, prize, prizewinning, competition, singapore, win, poetry, shop, tekka, poem, workers, migrant, began, inspired, worker",Pest and disease outbreaks
72,12/2020,"A visit to a Tekka toy shop inspired construction engineer Rajendran Vijayakanth, 29, to write the whimsical, bittersweet poem that would win him the first prize at the seventh Migrant Worker Poetry Competition.

Vijayakanth, who is from Tamil Nadu, India, was in Tekka in August, accompanying a friend who was returning to India and wanted to buy gifts for his son.

Seeing the toys on display ",Visit to toy shop inspired migrant worker's winning poem,https://www.straitstimes.com/life/arts/visit-to-toy-shop-inspired-migrant-workers-winning-poem,"A visit to a Tekka toy shop inspired construction engineer Rajendran Vijayakanth, 29, to write the whimsical, bittersweet poem that would win him the first prize at the seventh Migrant Worker Poetry Competition.
The competition, in which recordings of the 16 finalists reading their poems were screened on Facebook Live on Sunday, capped off the nine-day Global Migrant Festival.
The annual Migrant Worker Poetry Competition, which is organised by Singaporean and migrant volunteers, began in 2014.
He began writing love poems when he was 16, but kept them hidden.
""I do not know if I have matured in writing poetry.","winning, toy, prize, competition, poetry, shop, poem, migrant, workers, visit, began, writing, tekka, write, poems, inspired, worker",Pest and disease outbreaks
73,11/2020,SYDNEY (REUTERS) ,China bans more Australian timber after pests found,https://www.straitstimes.com/asia/australianz/china-bans-more-australian-timber-after-pests-found,"SYDNEY (REUTERS) - China has stopped the import of all timber from the Australian state of Victoria after customs officials said they had discovered pests, Australia said.
Diplomatic relations with China, Australia's biggest trading partner, have worsened after Canberra called for an international inquiry into the source of the coronavirus.
Australian agriculture officials last week warned 400 exporters there had been recent customs delays in China and commercial losses, including live lobsters that died waiting for customs clearance in Shanghai.
The agriculture department is working with Victoria's timber industry to enhance log treatment, he said.
The Australian Forestry Products Association said it was seeking more details from Chinese officials about the incidents.","pests, timber, officials, victoria, australian, told, bans, china, agriculture, state, customs, week",Pest and disease outbreaks
74,10/2020,SAQQARA (AFP) ,"Egypt unveils coffins buried 2,500 years ago",https://www.straitstimes.com/world/middle-east/egypt-unveils-coffins-buried-2500-years-ago,"SAQQARA (AFP) - Archaeologists in Egypt said they had found 59 well-preserved and sealed wooden coffins over recent weeks that were buried more than 2,500 years ago.
Since the find of the first 13 coffins was announced almost three weeks ago, more have been discovered in shafts at depths of up to 12m.
An unknown number of additional coffins may still lie buried there, the tourism and antiquities minister, Mr Khaled al-Anani, said at the site, near the 4,700-year-old pyramid of Djoser.
The coffins, sealed more than 2,500 years ago, date back to the Late Period of ancient Egypt, from about the sixth or seventh century BC, the minister added.
Excavations in Saqqara have in recent years unearthed troves of artefacts as well as mummified snakes, birds, scarab beetles and other animals.","unearthed, buried, egypt, sealed, unveils, coffins, recent, ago, 2500, saqqara, weeks, mr, minister, mummified, discovery",Pest and disease outbreaks
