,date,news title,content summary,sentiment score,sentiment label,compound score
88,Nov-21,Leaders link tackling water and climate at COP26 as crisis looms,"GENEVA (REUTERS) - Governments and UN agencies meeting at COP26 in Glasgow formed a water and climate coalition on Tuesday (Nov 2) to address growing hazards and shrinking reserves.
Led by the presidents of Tajikistan and Hungary, the coalition will seek to implement reforms which the United Nations' World Meteorological Organisation (WMO) says are needed in the global management of water resources.
The coalition will aim to boost data sharing and create a more integrated approach to water-climate management to support more effective adaptation and resilience, the WMO said.
""Water and climate tend to be dealt with separately.
We are now saying water is the canary in the coal mine of climate.","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.945}",positive,0.945
89,Oct-21,Asia suffered hottest year on record in 2020: UN,"GENEVA (AFP) - Asia suffered its hottest year on record in 2020, the United Nations said on Tuesday (Oct 26) ahead of the COP26 summit, with extreme weather taking a heavy toll on the continent's development.
In its annual State Of The Climate In Asia report, the UN's World Meteorological Organisation (WMO) said every part of the region had been affected.
China suffered an estimated US$238 billion (S$320 billion), followed by India at US$87 billion, Japan (US$83 billion) and South Korea (US$24 billion).
Many weather- and climate-related displacements in Asia are prolonged, with people unable to return home or integrate locally, the report said.
In 2020, floods and storms affected approximately 50 million people in Asia, resulting in more than 5,000 fatalities.","{'neg': 0.105, 'neu': 0.873, 'pos': 0.021, 'compound': -0.8739}",negative,-0.8739
90,Feb-19,Norway's Arctic islands at risk of 'devastating' warming: Report,"OSLO (REUTERS) - Icy Arctic islands north of Norway are warming faster than almost anywhere on Earth and more avalanches, rain and mud may cause ""devastating"" changes by 2100, a Norwegian report said on Monday (Feb 4).
The thaw on the remote Svalbard islands, home to 2,300 people and where the main village of Longyearbyen is 1,300km from the North Pole, highlights risks in other parts of the Arctic from Alaska to Siberia.
Average temperatures on Svalbard have leapt between three and five degrees Celsius since the early 1970s and could rise by a total of 10 deg C by 2100 if world greenhouse gas emissions keep climbing, the study said.
Almost 200 governments promised in the 2015 Paris climate agreement to limit a rise in average global temperatures to""well below"" 2 deg C above pre-industrial times by 2100.
""A 10 degree warming, with the implications for Arctic nature, ice-dependent species, will be devastating,"" Climate and Environment Minister Ola Elvestuen told Reuters.","{'neg': 0.013, 'neu': 0.933, 'pos': 0.054, 'compound': 0.6743}",positive,0.6743
91,Oct-21,Stock-trading app Robinhood takes aim at college students,"(NYTIMES) - Robinhood, the free stock-trading app with 21 million active users and counting, is about to hit the road for a college coffee house tour to drum up new customers.
Ah, yes, the credit card industry.
Credit card issuers can put marks on your record that can keep you from qualifying for an apartment or other services years later.
Then in 2009, Congress passed the Federal Credit Card Act.
Among its many provisions was one that kept most people under 21 from getting a credit card without a co-signer.","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.9524}",positive,0.9524
92,Feb-21,"10 dead, 125 missing after glacier slams into India dam","NEW DELHI • Around 125 people are missing in northern India after a Himalayan glacier broke and swept away a small hydroelectric dam yesterday, with floods forcing the evacuation of villages downstream.
A large number of the missing were workers at the 13.2MW Rishiganga Hydroelectric Project, which was destroyed by the glacier.
Uttarakhand Chief Minister Trivendra Singh Rawat told reporters at a press conference in Dehradun, the state capital, that the number of missing could rise.
""India stands with Uttarakhand and the nation prays for everyone's safety there,"" Mr Modi said on Twitter.
Most of the villages that were evacuated are situated on hillsides overlooking the river, which is a tributary of the Ganges.","{'neg': 0.106, 'neu': 0.829, 'pos': 0.065, 'compound': -0.7003}",negative,-0.7003
93,Feb-21,'Like a volcano had erupted': Villagers recount moments when Himalayan glacier bursts as critics blame dam projects,"Trivendra Singh Rawat, the chief minister of Uttarakhand, said that seven bodies had been recovered and that about 125 people, many of them workers at the two hydroelectric dam projects that were largely swept away, were unaccounted for.
""An avalanche came and completely broke the Rishiganga power project, and almost all the workers there are missing,"" said Ashok Kumar, the chief of police in Uttarakhand.
The district of Chamoli in Uttarakhand appeared to have been hit hardest by the surging Dhauliganga River.
Officials said 35 people had been working on the Rishiganga power project closer to the glacier that was swept away, and 176 other people on a second project about 3 miles downstream.
Ratan Singh Rana, 55, from the village of Raini near the Rishiganga project, said the water rushed down the mountain around 10.30am.","{'neg': 0.023, 'neu': 0.977, 'pos': 0.0, 'compound': -0.4754}",negative,-0.4754
94,Jan-19,"Heavy snowfall in Alps leaves 7 dead, tourists stranded","BERLIN • Parts of Europe were hit by heavy snowfall, paralysing travel and tourism with conditions that left at least seven people dead.
Several regions have declared states of emergency as some roads, railways and ski resorts remain closed.
Hundreds of tourists and residents are cut off in Austria because of unusually high avalanche risks.
The weather has been so severe that helicopters that would usually be used for controlled avalanches are grounded.
North of the Austrian border, in the German state of Bavaria, many schools have closed and rail service on many lines has been cancelled.","{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.9406}",negative,-0.9406
95,Oct-21,Markets and the economic cost of disinformation: Dawn contributor,"Unauthentic news posted on social media platforms gains a momentum of its own.
The 2008 global financial crisis exposed the myth of the rational economic actor.
The speed at which disinformation travels and the extent of its outreach have rattled markets.
However, once a completely unauthentic piece of news is posted on social media platforms it gains a momentum of its own.
This happens more so in case of equity, foreign exchange, foreign trade, commodities and financial markets.","{'neg': 0.066, 'neu': 0.851, 'pos': 0.084, 'compound': 0.128}",positive,0.128
96,Oct-21,"Nearly 200 perish in India, Nepal rains","NEW DELHI (AFP) - Nearly 200 people have died in floods and landslides in India and Nepal, officials said on Thursday (Oct 21), with whole families buried in their homes and two young girls swept away as forecasters warned of yet more heavy rain.
Under the committee, Nepal Police, Armed Force Police, Nepal Army and other agencies have been mobilised,"" emergencies official Dijan Bhattarai said.
State Disaster Secretary S. Murugeshan said that the death toll may rise further, with a number of people still missing, including 20 tourists who went trekking on a glacier.
Five people were killed in the eastern Indian state of West Bengal, including two girls aged eight and 10 from the same family swept away as heavy rains pounded the hills of Darjeeling and other districts.
""Several hundred tourists are stranded in the hill resort of Darjeeling... Landslides blocked highways and roads in the region,"" he said.","{'neg': 0.137, 'neu': 0.855, 'pos': 0.008, 'compound': -0.969}",negative,-0.969
97,Apr-20,Two bodies found in Nepal search for missing South Koreans,"KATHMANDU (AFP) - Two bodies believed to be of South Koreans missing after being hit by a Himalayan avalanche in January have been found, officials said on Sunday (April 26), a day after discovering the corpse of their Nepali guide.
A wall of snow hit a trekking trail at about 3,230 metres near the Annapurna base camp in Nepal on Jan 17, burying four South Koreans and three locals.
""Both bodies have not been identified yet but they could be of the South Koreans as they were found at the same area where they went missing.""
The body of the Nepal guide was found on Friday.
Thousands of trekkers visit Nepal every year for its stunning views of the Himalayas and routes lined with picturesque villages.","{'neg': 0.031, 'neu': 0.916, 'pos': 0.053, 'compound': 0.5927}",positive,0.5927
98,Oct-21,"Boss, the money is good, but we want love","SINGAPORE - Imagine you are the chief executive of a company and every day, more than half of your workforce are playing out scenarios of them ""throwing in the letter'' in their minds.
About 56 per cent of Singapore workers see themselves searching for new jobs this year and this statistic, borne out by recruitment agency Michael Page in its Talent Trends 2021 Report, is being echoed by multiple reports that warn of an avalanche of workplace resignations after 18 months of pandemic struggles and job displacements.","{'neg': 0.067, 'neu': 0.882, 'pos': 0.051, 'compound': -0.128}",negative,-0.128
99,Jun-19,Five bodies spotted in search for missing climbers,"NEW DELHI • Five bodies were spotted high on a mountain in the Indian Himalayas yesterday during an aerial search for eight climbers feared swept away in an avalanche last week.
The eight - four from Britain, two from the US, and one each from Australia and India - were reported missing last Friday after they failed to return to their camp near Nanda Devi, India's second highest mountain.
An air force helicopter spotted the five bodies on a flight over the area where they went missing, said Mr Vijay Kumar Jogdande, the top government official in the nearby Pithoragarh district.
""Four bodies can be seen together and a fifth slightly away from the others,"" he said.
Mr Jogdande said the bodies were above 5,000m and the possibility of a second avalanche would make accessing the site difficult.","{'neg': 0.096, 'neu': 0.892, 'pos': 0.013, 'compound': -0.891}",negative,-0.891
100,Jun-19,India begins 'high-risk' retrieval of dead climbers on Nanda Devi,"PITHORAGARH, INDIA (AFP) - Treacherous conditions forced India's military on Wednesday (June 5) to abort an aerial attempt to recover the bodies of eight climbers feared killed high in the Himalayas, officials said.
An Air Force helicopter took off early on Wednesday carrying elite paramilitary mountaineers to conduct what officials described as a ""very high-risk"" operation at more than 5,000 metres .
They were trying to retrieve the bodies of four Britons, two Americans, one Indian and one Australian believed to have been killed in an avalanche last week on Nanda Devi, India's second-highest mountain.
On Monday, helicopters spotted from the air what officials believe to be five bodies and their scattered mountaineering gear.
The remains of the other three climbers were thought to be nearby.","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.9451}",negative,-0.9451
101,Jun-19,Indian officials see little chance of finding missing Nanda Devi climbers alive,"Heavy snowfall and bad weather had left them stuck at the base camp,"" Pithoragarh police chief R.C.
It quoted her husband Trent Goldsack as saying that her last communication to him had been a text message around a week ago saying: ""OK at base camp.""
Another of the British climbers was reported to be Dr Richard Payne, a lecturer at the University of York.
""We are aware of the news reports and can confirm that one of our lecturers Dr Richard Payne travelled to the Himalayas on holiday,"" a spokesman for the British university said.
Four Indians were among 11 climbers that died this year climbing the world's highest peak.","{'neg': 0.08, 'neu': 0.894, 'pos': 0.026, 'compound': -0.7325}",negative,-0.7325
102,Feb-20,World Briefs: Pompeo visits Belarus in bid to normalise ties,"Pompeo visits Belarus in bid to normalise tiesMINSK • US Secretary of State Mike Pompeo travelled to Belarus yesterday, seeking to ""normalise"" ties at a time when relations between Minsk and its traditional ally Russia are under strain.
The United States and the European Union have been frequent critics of authoritarian rule and the human rights record in Belarus.
But Western powers have lifted most sanctions on Belarus since President Alexander Lukashenko released political prisoners and showed more tolerance for political opposition.
AGENCE FRANCE-PRESSETwo men killed in Japan avalanchesTOKYO • Two people, one of them a British man, were killed separately yesterday as two avalanches struck mountains in Japan, local officials and media said.
In the other case, a man was killed after he was hit by another avalanche near a ski resort in Nagano, central Japan, local media reported.","{'neg': 0.179, 'neu': 0.788, 'pos': 0.032, 'compound': -0.9782}",negative,-0.9782
103,Oct-21,Shiba Inu crypto soars 367% in just a week after Tesla chief Elon Musk tweets about puppy,"SINGAPORE (BLOOMBERG) - Shiba Inu, a cryptocurrency started just last year, continues to soar after Tesla chief executive Elon Musk tweeted about his puppy.
The move comes days after Mr Musk tweeted a picture of his puppy, Floki.
SHIB, which uses a meme of the Shiba Inu breed of Japanese hunting dogs, is up about 367 per cent in the past seven days amid enthusiasm from that post.
The jump comes at the same time the wider crypto market is surging as well; Bitcoin is up about 30 per cent in the past seven days and trading in the mid-US$50,000s, and second-ranked Ether has been gaining as well.
Shiba Inu was founded by an anonymous person going by the name Ryoshi last year, and the coin's website refers to it as ""a decentralised meme token that evolved into a vibrant ecosystem"".","{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.9062}",positive,0.9062
104,Oct-21,Pope expresses 'shame' at French sex abuse scandal,"VATICAN CITY (AFP) - Pope Francis on Wednesday (Oct 6) expressed his personal shame and that of the Roman Catholic Church at the sexual abuse of children by French Catholic clergy, after the scale of the problem was laid bare in a devastating report.
""And also my shame, our shame, my shame for the inability of the Church for too long to put them at the centre of its concerns.
An independent commission on Tuesday revealed that French Catholic clergy sexually abused around 216,000 minors over seven decades since 1950, a ""massive phenomenon"" that was covered up by a ""veil of silence"".
The commission's two-and-a-half-year inquiry and 2,500-page report prompted outrage as the Catholic Church in France and around the world faces a growing number of abuse claims and prosecutions.
Dealing with the avalanche of revelations about sexual abuse by clergy was one of the biggest challenges that the Pope faced when he was elected in 2013.","{'neg': 0.226, 'neu': 0.75, 'pos': 0.024, 'compound': -0.9906}",negative,-0.9906
105,Jan-18,Heavy snow humbles the global elite at Davos summit,"DAVOS, Switzerland (Reuters) - The global economy and geopolitical tensions are taking a back seat to a more immediate problem at this year's Davos summit of political and business leaders: heavy snow is burying the venue.
Businessmen slipped over on icy patches as snow ploughs roamed the streets, with the snow returning as fast as the machines could clear it.
However, so much snow has built up on the slopes surrounding Davos that avalanches remain a danger.
""Fresh snow and snow drift accumulations are prone to triggering (avalanches).
""Large helicopters increase the risk of avalanches.""","{'neg': 0.109, 'neu': 0.82, 'pos': 0.07, 'compound': -0.6096}",negative,-0.6096
106,Sep-21,Weekly Money FM Podcasts: What does being not-for-profit mean for SPH Media,This article is now fully available for youWeekly Money FM Podcasts: What does being not-for-profit mean for SPH Media,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",something went wrong!,0.0
107,Jan-17,Five Indian soldiers trapped under snow near Kashmir border,"SRINAGAR, India (AFP) - Five Indian soldiers were trapped under heavy snow in Kashmir on Saturday (Jan 28) just days after another 20 people were killed by avalanches in the disputed territory, a military spokesman said.
""Rescue operations to retrieve the trapped soldiers is going on,"" the army spokesman said.
Another 15 Indian soldiers died when a patrol and two camps were hit by avalanches in the north of the territory, that is also claimed by Pakistan, on Wednesday.
Dozens of Indian and Pakistani soldiers lose their lives due to avalanches almost every winter along the LoC.
Indian-administered Kashmir has been witnessing one of the most severe winters in recent decades, with heavy snow across the territory and temperatures dropping to minus seven degrees Celsius.","{'neg': 0.163, 'neu': 0.813, 'pos': 0.024, 'compound': -0.9617}",negative,-0.9617
108,Jun-19,Search for missing climbers resumes in Indian Himalayas,"NEW DELHI (REUTERS) - Five bodies were spotted high on a mountain in the Indian Himalayas on Monday (June 3) during an aerial search for eight climbers feared swept away in an avalanche last week, a government official said.
An air force helicopter spotted the five bodies on a flight over the area where they went missing, Vijay Kumar Jogdande, the top government official in the nearby Pithoragarh district.
""Four bodies can be seen together and a fifth slightly away from the others,"" he said.
The search mission was now working on the assumption that all eight climbers had been killed, he said.
Jogdande said the bodies were above 5,000 metres and the possibility of a second avalanche would make accessing the site difficult.","{'neg': 0.097, 'neu': 0.888, 'pos': 0.014, 'compound': -0.891}",negative,-0.891
109,Aug-21,China warns Tibet climate risks could soar despite short-term gains,"A recent report by the United Nations' Intergovernmental Panel on Climate Change said the plateau region was facing rising flood hazards and more frequent extreme heat and rain.
Over the long term, warmer temperatures are likely to further destabilise weather patterns and water flows and encourage encroachment by invasive lowland species, putting native animals under stress.
Temperatures in the region have risen 0.35 deg C per decade since 1960, twice the global average.
Annual rainfall has increased 7.9mm per decade since 1960, reaching 539.6mm a year over the 2016-2020 period, 12.7 per cent higher than the 1961-1990 average.
The number of disasters, including mudslides, avalanches and the breaking up of glaciers, has increased over the last four decades.","{'neg': 0.059, 'neu': 0.82, 'pos': 0.122, 'compound': 0.7269}",positive,0.7269
110,Aug-21,Deadly coronavirus-linked condition in children poised for a comeback in the US,"WASHINGTON (BLOOMBERG) - Paediatricians in United States Covid-19 hot spots are anticipating a Delta-fuelled swell of children with a rare, serious and sometimes deadly virus-linked condition as the resumption of school looms.
The condition, called multisystem inflammatory syndrome in children (MIS-C), occurs in a small number of children who have been exposed to the coronavirus.
Children can develop the illness even if they have not had Covid-19 symptoms, and week-long intensive care unit stays are not uncommon.
And more children are being hospitalised with Covid-19 than ever before: During the winter surge, the daily number peaked at 217.
As older Americans get vaccinated, the proportion of children among the total Covid-19 count is also growing.","{'neg': 0.058, 'neu': 0.856, 'pos': 0.086, 'compound': 0.5267}",positive,0.5267
111,Jun-17,"Singaporean, 26, to scale Mount Everest via Tibetan route","SINGAPORE - His maiden attempt at conquering Mount Everest in May was foiled by a sudden onset of hypothermia just 200m from the summit.
The NTU-NIE Everest Team Singapore, which was in Nepal in late March, had aimed to be the first multi-racial team from Singapore to summit the 8,848m Mt Everest.
Ms Yusrina said she had to overcome memories of the 2015 Everest avalanche which claimed at least 19 lives.
""I told myself not to look at it, and after climbing towards the mountain I slowly overcame the sense of fear,"" said Ms Yusrina.
While falling, a climber from a different team had tugged on the safety rope that Ms Yusrina was holding on to.","{'neg': 0.014, 'neu': 0.961, 'pos': 0.025, 'compound': 0.296}",positive,0.296
112,Oct-18,Snowstorm kills nine climbers on Nepal peak,"""A mountain expedition of five South Korean nationals and four foreigners were swept off by strong winds at the base camp during their climb to Mount Gurja.
(They) fell off a cliff and died,"" the South Korean Foreign Ministry said in a statement.
Trekking Camp Nepal managing director Wangchu Sherpa, who organised the Mount Gurja expedition, said the alarm was raised after the South Korean team was not heard from for nearly 24 hours.
Among the dead was feted South Korean climber Kim Chang-ho, who led the expedition, according to a government-issued climbing permit.
The permit listed four South Korean climbers, but a fifth member joined the team later, according to Mr Suresh Dakal of Trekking Camp Nepal.","{'neg': 0.037, 'neu': 0.945, 'pos': 0.018, 'compound': -0.296}",negative,-0.296
113,Apr-20,Much to love and reminisce about in Final Fantasy VII Remake,"Since his 1997 debut in Final Fantasy VII, the taciturn, spiky-haired mercenary has appeared in numerous video games and even an animated feature film (Final Fantasy VII: Advent Children, 2005).
But even the movie version of Cloud Strife does not look quite as good as the near photo-realistic version in Final Fantasy VII Remake.
Besides updating the original with spectacular new visuals, a modern combat system and a fresh remixed soundtrack, Remake expands the story into unexplored territory.
Remake is an action-oriented game where you have to actively press a button to attack, dodge or block enemies.
To its credit, Remake has managed to integrate the original's Action Time Battle (ATB) system with its modern action style in a cohesive manner.","{'neg': 0.132, 'neu': 0.742, 'pos': 0.127, 'compound': -0.3984}",negative,-0.3984
114,Apr-20,Game review: Final Fantasy VII Remake is flawed but thrilling,"Since his 1997 debut in Final Fantasy VII, the taciturn, spiky-haired mercenary has appeared in numerous video games and even an animated feature film (Final Fantasy VII: Advent Children).
But even the movie version of Cloud Strife does not look quite as good as the near photo-realistic version in Final Fantasy VII Remake.
A reimagining of Final Fantasy VII, Remake is the first of a planned series of games.
These final encounters are often spliced with stunning rendered cutscenes that hint at the direction the developers are taking with this remake.
Long-time Final Fantasy VII fans will relish the return of their beloved characters while those who did not play the original will find much in this game to fall in love with.","{'neg': 0.036, 'neu': 0.834, 'pos': 0.13, 'compound': 0.9425}",positive,0.9425
115,Apr-20,Football: Italian FA boss says Serie A season could run to October,"""The only serious way to handle a serious emergency of this kind is to complete the 2019-2020 season competitions this year,"" FIGC president Gabriele Gravina told state broadcaster RAI's Domenica Sportiva programme.
""We are working on a whole series of possible solutions to manage the situation in the best possible way.""
It's a way to avoid jeopardising not only the 2019-20 season but also the 2020-21 season.""
Gravina explained that if the current season was abandoned, Italian football could suffer ""an avalanche of litigation to which we would be subjected by all those who could be considered damaged in their rights and interests.""
This could include teams who were relegated and those who missed out on European football next season.","{'neg': 0.173, 'neu': 0.781, 'pos': 0.046, 'compound': -0.9446}",negative,-0.9446
116,Apr-20,Serie A may end as late as October,"Several Serie A club presidents, including Massimo Cellino of bottom side Brescia, have suggested that the season should be called off given the Covid-19 crisis.
Teams who are relegated and those who miss out on European football next term would surely engage lawyers - a prospect the Italian football authorities would like to avoid.
The only serious way to handle a serious emergency of this kind is to complete the 2019-2020 season competitions this year,"" he told state broadcaster RAI's Domenica Sportiva programme.
""We are working on a whole series of possible solutions to manage the situation in the best possible way.
It's a way to avoid jeopardising not only the 2019-20 season but also the 2020-21 season.""","{'neg': 0.091, 'neu': 0.801, 'pos': 0.108, 'compound': 0.4588}",positive,0.4588
117,Feb-17,Dozens die in Afghan snowstorm,"KABUL • Dozens of people in Afghanistan and Pakistan were killed after heavy snow and avalanches over the weekend.
In eastern Afghanistan, at least 50 people died and dozens more were missing yesterday after an avalanche buried a village in Nuristan, said provincial governor Hafiz Abdul Qayum.
""Based on information from district officials, 50 bodies have been recovered and the number may increase,"" he said.
At least five other deaths from collapsed roofs were reported elsewhere in Nuristan.
""So far, the rescue workers have recovered nine bodies and efforts are under way to retrieve more,"" he said.","{'neg': 0.119, 'neu': 0.835, 'pos': 0.046, 'compound': -0.8323}",negative,-0.8323
118,May-15,Nepal army rescues 117 people stranded in trekking villages after quake,"KATHMANDU (REUTERS) - The Nepali army has rescued 117 people from three remote mountain villages north of the capital Kathmandu, including two US citizens who had been searching for a missing relative, a military official said on Tuesday.
All of those rescued were stranded in the three popular trekking villages in Rasuwa district, about 60 km north of Kathmandu, after the 7.8 earthquake struck on April 25, killing at least 8,046 people and injured more than 17,800.
A series of avalanches and bad weather in the area had slowed the military's efforts to reach those cut off.
""The entire Langtang Valley has turned into a rocky and snowy ruin due to avalanches,"" Uddhav Bhattarai, Rasuwa's district administrator, told Reuters.
""Rescuers have been unable to go there to look for bodies since the weekend because avalanches continue to fall and make it dangerous,"" Bhattarai said.","{'neg': 0.131, 'neu': 0.809, 'pos': 0.06, 'compound': -0.9042}",negative,-0.9042
119,Feb-20,World Briefs : Man shot dead after taking kids hostage,"Man shot dead after taking kids hostageLUCKNOW (India)• • A man who held two dozen children hostage at his daughter's birthday party was shot dead by police on Thursday night.
All 23 children - the youngest just six months old - were rescued as parents gathered outside the house in Uttar Pradesh.
AGENCE FRANCE-PRESSEBody of French skier recovered in JapanTOKYO• • The body of French skier Sylvain Lethier, 38, was recovered yesterday after an avalanche struck a northern Japanese mountain where he was skiing with seven other French citizens.
AGENCE FRANCE-PRESSEGerman nurse held for poisoning newbornsFRANKFURT• • A German nurse has been arrested for allegedly poisoning five newborns with morphine.
AGENCE FRANCE-PRESSEThunberg nominated for Nobel Peace PrizeSTOCKHOLM• • Teen climate activist Greta Thunberg and the global protest movement ""Fridays for Future"" have been nominated for the 2020 Nobel Peace Prize by two Swedish lawmakers.","{'neg': 0.144, 'neu': 0.759, 'pos': 0.097, 'compound': -0.8176}",negative,-0.8176
120,Jan-20,"While You Were Sleeping: 5 stories you might have missed, Jan 16","US and China sign Phase One of trade dealPresident Donald Trump signed a trade agreement on Wednesday with China that is expected to boost exports from US farmers and manufacturers and is aimed at lowering tensions in a long-running dispute between the economic powers.
Trump said during a White House ceremony that the deal is ""righting the wrongs of the past.""
He promoted the signing as a way of delivering economic justice for American workers and said, ""We mark a sea change in international trade"" with the signing.
The agreement is being described as ""Phase One"" of a larger negotiation focusing on other tensions in the US-China trade relationship.
READ MORE HEREUS House votes to send Trump impeachment charges to Senate for trial","{'neg': 0.091, 'neu': 0.796, 'pos': 0.114, 'compound': 0.6249}",positive,0.6249
121,Jul-21,Critics and backers urge tough rules to revive ailing carbon offset markets,"LONDON (THOMSON REUTERS FOUNDATION) - Reshaping patchy and largely ineffective carbon offset markets with much tougher standards will be key to helping companies and countries meet a recent avalanche of net-zero emissions commitments, climate finance analysts said on Thursday (July 8).
Greenwashing refers to companies putting out misleading claims about environmental practices or performance to seem more sustainable than they really are.
But some green groups warned that expanding offset markets would tempt companies to neglect cutting emissions in their operations, and said planned verification and trading systems could be open to abuse.
""There is going to be a carbon market... because you can't get to net zero any other way, so it's important to get this right,"" he said, calling such markets the ""only politically feasible choice"" for now.
But eliminating the use of fossil fuels, a change scientists say is crucial to keep the planet liveable, will take time.","{'neg': 0.115, 'neu': 0.843, 'pos': 0.042, 'compound': -0.9133}",negative,-0.9133
122,Dec-19,Indian border policeman guns down five colleagues,"RAIPUR (AFP) - A policeman from India's armed border force opened fire on his colleagues on Wednesday (Dec 4), killing five of them before turning the gun on himself, police said.
Constable Musudul Rehman of the Indo-Tibetan Border Police (ITBP) opened fire on his comrades in Chhattisgarh, a restive central state long wracked by a left-wing insurgency.
Mineral-rich Chhattisgarh is among India's most impoverished states, where Maoist rebels have been fighting for decades for greater rights over land and resources.
Tens of thousands of soldiers, rebels and others have been killed there since the 1960s.
The government has deployed tens of thousands of police and special commandos in a bid to eradicate the groups.","{'neg': 0.176, 'neu': 0.783, 'pos': 0.041, 'compound': -0.9432}",negative,-0.9432
123,Oct-19,Search on for climber lost in Himalayas,"""While they were coming down (from Mount Tris-hul), they were hit by an avalanche.
A rescue team of six is on its way, he said, but it could take at least three days to reach the spot where Dr Wittek was last seen.
On the website, Mr Gangaram noted: ""To go light, we used a variety of dry food.
All team members are avid mountaineers.
One website says Mr Kong, 32, is the first Singaporean to climb Khan Tengri on the China-Kyrgyzstan-Kazakhstan border.","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.6249}",positive,0.6249
124,Sep-17,"Swiss authorities warn of glacier collapse, evacuate area","GENEVA (AFP) - Part of the Swiss alpine glacier Trift in the country's south collapsed on Sunday (Sept 10), but caused no damage or casualties and residents evacuated from the area can return home, police in Valais canton said.
Geologists had recently noticed significant movement along the ""tongue"" of the Trift glacier, up to 130cm in a single day, local authorities said.
The glacier had been under observation since October 2014, when the area was closed for three weeks.
But since the start of the week, movement had increased on the lower part of the glacier.
In late August, a massive rockfall triggered an avalanche which buried eight hikers in another valley in the Swiss Alps, near Bondo.","{'neg': 0.091, 'neu': 0.87, 'pos': 0.039, 'compound': -0.765}",negative,-0.765
125,Jul-19,India brings down dead Himalayas climbers,"NEW DELHI (AFP) - Indian rescuers brought down on Wednesday (July 3) the bodies of four out of eight climbers killed in an avalanche almost six weeks ago on the country's second-highest mountain.
The four Britons, two Americans, one Indian and one Australian went missing in the last week of May while trying to summit a virgin peak on Nanda Devi in the Himalayas.
After a lengthy and dangerous operation by elite Indian mountaineers, the bodies of seven of the climbers were found roped together at 6,500m.
With the area unsuitable for helicopters, the bodies were then brought down to base camp and four were airlifted to Pithoragarh, the main town in the area, on Wednesday.
""We will complete the legal process of identification and postmortem and keep the bodies in a morgue,"" local official Vijay Kumar Jogdande told Agence France-Presse.","{'neg': 0.068, 'neu': 0.922, 'pos': 0.01, 'compound': -0.8519}",negative,-0.8519
126,Jul-19,'Black box' reveals last moments of doomed Himalayan climbers,"NEW DELHI (AFP) - Indian authorities on Monday (July 8) showed heart-wrenching images of the final moments of an international team of climbers swept away in an avalanche as they attempted to scale an unconquered Himalayan peak.
The snow cornice must have given away because of their weight, triggering an avalanche,"" he told AFP.
An eighth climber, British team leader Martin Moran, is still missing, according to Indian authorities.
In addition to Mr Moran, the climbers were Britons John McLaren, Mr Rupert Whewell and University of York lecturer Richard Payne, US nationals Anthony Sudekum and Mr Ronald Beimel, Australian Ruth McCance and Indian guide Chetan Pandey.
""It will help us to analyse what went wrong with their mission,"" he told a press briefing.","{'neg': 0.041, 'neu': 0.915, 'pos': 0.044, 'compound': 0.0772}",positive,0.0772
127,Jun-19,"Indian authorities recover bodies of seven climbers from mountain, one still missing","MUMBAI (REUTERS) - Police have retrieved the bodies of seven climbers killed in an avalanche near India's second-highest mountain late last month and are still looking for an eighth, officials said on Sunday (June 23).
The eight climbers - four from Britain, two from the United States, and one each from Australia and India - were reported missing on May 31 after they failed to return to their base camp near Nanda Devi.
They were attempting to scale an unnamed, previously unclimbed 6,477m peak near Nanda Devi when their route was hit by a ""sizeable avalanche"", the company that organised the expedition, Moran Mountain, has said.
""After a five-hour operation, they have recovered the bodies of seven climbers,"" Mr Pandey said.
The recovered bodies, which include that an Indian and a female climber, are yet to be formally identified, he said.","{'neg': 0.07, 'neu': 0.911, 'pos': 0.019, 'compound': -0.802}",negative,-0.802
128,Jun-19,"While You Were Sleeping: 5 stories you might have missed, June 24","Indian authorities recover bodies of seven climbers from mountain, one still missingPolice on Sunday (June 23) retrieved the bodies of seven climbers killed in an avalanche near India's second-highest mountain late last month and are still looking for an eighth, officials said on Sunday.
The eight climbers - four from Britain, two from the United States, and one each from Australia and India - were reported missing on May 31 after they failed to return to their base camp near Nanda Devi.
The climbers were attempting to scale an unnamed, previously unclimbed 6,477-metre peak near Nanda Devi when their route was hit by a ""sizeable avalanche"", the company that organised the expedition, Moran Mountain, has said.
READ MORE HEREIstanbul mayor says win marks 'new beginning' for TurkeyThe winner of Istanbul's mayoral election re-run, Ekrem Imamoglu, said Sunday that the victory marked a ""new beginning"" for Turkey and offered to work closely with President Recep Tayyip Erdogan.","{'neg': 0.06, 'neu': 0.877, 'pos': 0.062, 'compound': 0.1027}",positive,0.1027
